SIRET,nom_etab,type_etab,etatAdministratifEtablissement,anciennete_ans,trancheEffectifsEtablissement,adresse_sirene,activitePrincipaleEtablissement
47834961600019,DUMAN PETIT RESTAURANT OTTOMAN,Restaurant,A,22.0,NN,83 DE LA ROQUETTE,56.10C
39795280500034,Inconnu,Restaurant,A,15.0,11,11 ELSA MORANTE,56.10A
49249152700023,LA VITOLE,Autre,A,12.0,NN,126 MURAT,47.26Z
84324163900015,LE FERRYVILLE,Restaurant,A,8.0,02,1 DIDEROT,56.10A
84326996000012,Inconnu,Autre,A,8.0,02,5 DES MARTYRS,47.23Z
84385732700012,Inconnu,Bar,A,8.0,02,84 RAYMOND LOSSERAND,56.30Z
84416863300015,Inconnu,Autre,A,8.0,03,3 DE LAUMIERE,10.71C
84439390000023,Inconnu,Autre,A,8.0,03,91 DES TERNES,10.71C
84479788600026,Inconnu,Autre,A,6.0,11,43 DES ECOLES,55.10Z
84505718100016,LE PETIT MARCHE DE VILLIERS,Autre,A,7.0,NN,122 DE VILLIERS,47.21Z
84530054000018,Inconnu,Autre,A,7.0,02,130 DU MONTPARNASSE,47.11B
84861164600011,LE GEVAUDAN,Bar,A,7.0,03,114 DE FLANDRE,56.30Z
84867685400013,LE COMPTOIR DE PAPA,Restaurant,A,7.0,01,21 DE L'OUEST,56.10C
84890401700029,Inconnu,Restaurant,A,7.0,NN,17 FALGUIERE,56.10A
84959970900052,AFRIC DELICES,Restaurant,A,4.0,02,16 DU SIMPLON,56.10C
84981874500010,LE RENOIR,Bar,A,7.0,01,207 RAYMOND LOSSERAND,56.30Z
85049305700010,FROMAGER ROLAND ROUSSELET AFFINEUR,Autre,A,7.0,NN,105 MOUFFETARD,47.29Z
85147374400015,Inconnu,Autre,A,7.0,01,5 DE LOURMEL,47.23Z
85253673900018,Inconnu,Restaurant,A,7.0,03,2 DU MAINE,56.10A
85320254700032,ALLEGRIA,Restaurant,A,5.0,NN,22 PIERRE MENDES FRANCE,56.10C
87786254000037,LAZY SUZY,Restaurant,A,4.0,02,119 MONGE,56.10A
85403385900018,PASTA 3 - PASTA III,Autre,A,7.0,01,59 MOZART,47.29Z
87814886500016,ROYAL BAGAGE,Autre,A,7.0,00,59 RAYMOND LOSSERAND,47.21Z
87942894400018,Inconnu,Autre,A,7.0,NN,4 DESAIX,47.81Z
88010578800025,Inconnu,Restaurant,A,6.0,12,144 DES CHAMPS ELYSEES,56.10C
88051972300014,TAMAGOYA,Restaurant,A,6.0,03,77 DE LA CONVENTION,56.10A
84908456100018,CHATIME,Restaurant,A,7.0,02,56 SAINT-CHARLES,56.10C
88083180500010,Inconnu,Restaurant,A,6.0,02,43 LA FAYETTE,56.10C
88090039400011,Inconnu,Restaurant,A,7.0,02,32 DE FLANDRE,56.10C
85124582900011,CHEZ HUANG,Restaurant,A,7.0,02,19 DE LA REPUBLIQUE,56.10A
82920330600016,Inconnu,Restaurant,A,9.0,00,82 DE FLANDRE,56.10C
82955069800015,Inconnu,Restaurant,A,9.0,02,229 DU FAUBOURG SAINT-HONORE,56.10A
82960993200027,Inconnu,Restaurant,A,9.0,03,69 VOLTAIRE,56.10C
82986108700015,Inconnu,Autre,A,9.0,02,150 RAYMOND LOSSERAND,47.42Z
82988745400504,GIFI,Autre,A,9.0,11,204 JEAN JAURES,47.71Z
82994767000016,Inconnu,Restaurant,A,9.0,01,59 DE VAUGIRARD,56.10A
83027781000024,Inconnu,Autre,A,9.0,02,72 DU CHERCHE-MIDI,47.21Z
83075413100019,Inconnu,Autre,A,9.0,11,157 SAINT-HONORE,47.26Z
83079314700034,Inconnu,Restaurant,A,5.0,00,32 PEREIRE,56.10A
83100900600022,Inconnu,Autre,A,9.0,01,29 DE L'OUEST,46.39B
83100900600022,Inconnu,Autre,A,9.0,01,29 DE L'OUEST,46.39B
83127808000013,Inconnu,Restaurant,A,9.0,11,121 DU FAUBOURG SAINT-MARTIN,56.10C
83134681200017,MELORANG,Autre,A,9.0,NN,47 DU MAINE,47.71Z
83199221900012,Inconnu,Autre,A,9.0,02,53 ARAGO,10.71C
83241435300017,LE LIEU DU VIN,Autre,A,9.0,01,9 BEAUGRENELLE,47.25Z
83273168100017,Inconnu,Autre,F,9.0,NN,3 DE WATTIGNIES,46.51Z
83401982000010,LE CAFE DE L'ENTRACTE,Bar,A,8.0,NN,17 RENE BOULANGER,56.30Z
83747215800026,Inconnu,Bar,A,5.0,02,24 DE FLANDRE,56.30Z
83757116500021,MOMEN'TEA,Restaurant,A,8.0,01,7 MONTORGUEIL,56.10A
33023259600016,Inconnu,Restaurant,A,42.0,11,29 GALANDE,56.10A
83889359200025,ART WATCH,Autre,A,6.0,01,106 DE RENNES,47.77Z
84024356200013,Inconnu,Autre,A,8.0,01,136 MALESHERBES,96.02A
84053700500018,VIETNAM FOOD,Restaurant,A,8.0,01,63 DE LA BOURDONNAIS,56.10C
84060048000015,Inconnu,Autre,A,8.0,01,18 BICHAT,47.11B
84080993300012,GOOYIGOOYI,Restaurant,A,8.0,03,52 BEAUMARCHAIS,56.10A
84080993300012,GOOYIGOOYI,Restaurant,A,8.0,03,52 BEAUMARCHAIS,56.10A
84134991300019,Inconnu,Autre,A,8.0,01,29 DE LA CHAPELLE,96.02A
84159046600014,Inconnu,Autre,A,8.0,01,150 RAYMOND LOSSERAND,47.78C
84161640200019,MOLI-CREPES,Restaurant,A,8.0,01,51 MOLITOR,56.10C
80296681200017,Inconnu,Restaurant,A,12.0,01,49 DE LA FOLIE-MERICOURT,56.10A
75064999800010,Inconnu,Autre,A,14.0,02,52 DES MOINES,47.22Z
53098332900026,Inconnu,Restaurant,A,15.0,02,120 SAINT-DENIS,56.10A
75314409600025,Inconnu,Autre,A,14.0,02,83 CROZATIER,47.24Z
77566260400047,EDITIONS EYROLLES - LIBRAIRIE EYROLLES - EDITIONS,Autre,A,39.0,12,1 THENARD,58.11Z
77566260400047,EDITIONS EYROLLES - LIBRAIRIE EYROLLES - EDITIONS,Autre,A,39.0,12,1 THENARD,58.11Z
78432751200025,LIBRAIRIE FONTAINE,Autre,A,126.0,02,88 DE SEVRES,47.61Z
38203060900012,Inconnu,Restaurant,A,35.0,01,191 DE VERSAILLES,56.10A
38203060900012,Inconnu,Restaurant,A,35.0,01,191 DE VERSAILLES,56.10A
78843922200019,Inconnu,Restaurant,A,14.0,03,50 DE VINCENNES,56.10A
78882553700012,HANA,Restaurant,A,14.0,02,56 DE BOULAINVILLIERS,56.10C
78919699500052,Inconnu,Autre,A,9.0,01,17 PARROT,78.20Z
78966125300029,Inconnu,Restaurant,A,12.0,03,41 DE PARADIS,56.10A
78980744300013,UN AIR DE PROVENCE,Autre,A,13.0,NN,46 DU RENDEZ-VOUS,47.76Z
78996195000019,Inconnu,Restaurant,A,14.0,02,8 EMILE ZOLA,56.10A
49242741400015,VITAMINE,Restaurant,A,20.0,01,8 D'AVRON,56.10A
79064994100016,LUNCH CLUB,Restaurant,A,13.0,03,8 JEAN JAURES,56.10C
79164448700013,TI'CAP PUB,Bar,A,13.0,01,15 SAINT-MARTIN,56.30Z
79198138400013,Inconnu,Restaurant,A,13.0,NN,127 DE LA ROQUETTE,56.10A
79218220600013,MAISON ISSA,Restaurant,A,13.0,01,81 OLIVIER DE SERRES,56.10C
79236992800017,BOUCHERIE BRETON,Autre,F,13.0,00,7 DE VOUILLE,47.22Z
79236992800017,BOUCHERIE BRETON,Autre,F,13.0,00,7 DE VOUILLE,47.22Z
79386649200010,Inconnu,Autre,A,13.0,11,2 EDOUARD QUENU,47.61Z
79411815800029,FROMAGERIE JOUANNAULT,Autre,A,13.0,02,39 DE BRETAGNE,47.29Z
79413751300014,Inconnu,Restaurant,A,13.0,NN,65 DE MAUBEUGE,56.10A
79418731000022,CAFE MILOU,Restaurant,A,12.0,02,10 DU MAINE,56.10A
79443497700011,LE LUCKY,Bar,A,13.0,NN,65 D'ABOUKIR,56.30Z
79466738600039,BAR' EN,Bar,A,5.0,02,63 BEAUMARCHAIS,56.30Z
79469955300010,Inconnu,Autre,F,13.0,NN,25 RAMEY,47.22Z
79476866300013,Inconnu,Restaurant,A,13.0,02,10 DE LA FIDELITE,56.10A
79484678200017,Inconnu,Autre,A,13.0,01,20 DE LA MONTAGNE SAINTE-GENEVIEVE,47.59B
79744525100029,L'ARBRE DE SEL,Restaurant,A,13.0,00,138 DE VAUGIRARD,56.10A
79742320900023,BEST CHICKEN,Restaurant,A,2.0,NN,30 DIDEROT,56.10C
79755102500027,Inconnu,Autre,A,13.0,01,68 DE VOUILLE,47.19B
79877620900016,SUSHI BA'R MONTPARNASSE,Restaurant,A,13.0,01,20 DE L'ARRIVEE,56.10A
79895243800017,LE GRAND CARNOT,Autre,A,13.0,00,32 CARNOT,68.20B
79926605100025,LE PAIN AU NATUREL,Autre,A,12.0,11,4 DU GENERAL LECLERC,10.71C
80002040600024,Inconnu,Autre,A,12.0,01,42 DESAIX,47.11B
80029869700015,Inconnu,Autre,A,12.0,11,85 DE CHARENTON,10.71C
80048228300010,BOUCHERIE CHARLY,Autre,A,12.0,NN,51 RICHARD LENOIR,47.22Z
80073907000012,Inconnu,Autre,A,12.0,01,55 DE SAINT-OUEN,47.78A
80083365900017,LA FABRIQUE VERTE,Autre,A,12.0,01,35 GROS,47.76Z
80117742900017,NEIGE D'ETE,Restaurant,A,12.0,02,12 DE L'AMIRAL ROUSSIN,56.10A
80168099200014,SUPER ORLEANS,Autre,A,12.0,01,5 DU 25 AOUT 1944,47.11B
80180576300019,Inconnu,Restaurant,A,12.0,NN,65 DAVOUT,56.10A
80353611900016,Inconnu,Autre,A,12.0,11,41 DE BRETAGNE,47.24Z
80354913800045,Inconnu,Autre,A,2.0,NN,128 MOUFFETARD,47.22Z
80440462200024,Inconnu,Restaurant,A,12.0,02,13 DE VALENCIENNES,56.10A
80497595100026,Inconnu,Autre,A,10.0,NN,16 DUFRENOY,68.20B
80738112400013,MIZUMI,Restaurant,A,12.0,02,3 DE LA CONVENTION,56.10A
80782170700013,Inconnu,Autre,A,12.0,02,51 DE BELLEVILLE,46.34Z
80861107300012,MERCURE VOYAGES,Autre,A,12.0,03,83 LA FAYETTE,79.11Z
80938574300012,LE CARDINAL,Restaurant,A,11.0,NN,207 ORDENER,56.10A
81108471400021,LA COURONNE DU ROI - HAUTE PATISSERIE,Autre,A,10.0,03,160 LEDRU-ROLLIN,10.71D
81310854500019,MONPLAISIR,Bar,A,11.0,NN,104 DE MENILMONTANT,56.30Z
81313819500017,BRASSERIE DE LA TOUR EIFFEL,Restaurant,A,11.0,12,2 DE LA BOURDONNAIS,56.10A
81455886200029,Inconnu,Autre,A,9.0,01,15 AUGUSTE BLANQUI,47.11B
81475879300032,L'ART POTAGER,Autre,A,6.0,NN,49 DE LEVIS,47.11B
81517352100072,JOE & THE JUICE,Restaurant,A,4.0,11,53 KLEBER,56.10C
81522314400016,Inconnu,Restaurant,A,11.0,01,95 BESSIERES,56.10A
81523694800015,KAHN FAMOUS DELI,Restaurant,A,11.0,11,105 DE PRONY,56.10A
81767667900019,PIZZA TIME,Restaurant,A,10.0,11,33 SAINT-DENIS,56.10A
81793572900019,MONSIEUR LE FLEURISTE,Autre,A,10.0,02,209 DAUMESNIL,47.76Z
81815310800019,CIVETTE BESSIERES,Autre,A,10.0,NN,95 BESSIERES,47.62Z
81844317800012,Inconnu,Autre,A,10.0,02,5 LHOMOND,68.20B
81979478500017,Inconnu,Restaurant,A,10.0,02,64 DE LA GLACIERE,56.10A
82029367800026,LE CALUMET,Autre,A,3.0,01,29 RAMEY,47.26Z
82086569900020,HOTEL RENDEZ-VOUS RENDEZ-VOUS BATIGNOLLES HOTEL,Autre,A,9.0,11,17 LECLUSE,55.10Z
82104500200010,RESTAURANT MAZURKA,Restaurant,A,10.0,02,3 ANDRE DEL SARTE,56.10A
82144438700012,BAR DU SQUARE,Bar,A,10.0,01,23 THEOPHRASTE RENAUDOT,56.30Z
82199024900012,Inconnu,Autre,A,10.0,01,86 SAINT-MARCEL,47.11B
82199589100024,Inconnu,Autre,A,10.0,02,45 CROZATIER,10.71C
82242241600013,LE CANTAL 15,Bar,A,10.0,02,31 DU MAINE,56.30Z
82416684700015,Inconnu,Autre,A,10.0,03,68 LEDRU-ROLLIN,47.59A
82456985900021,RAYON D OR,Autre,A,9.0,01,72 DU GENERAL LECLERC,47.72B
82532799200012,Inconnu,Autre,A,9.0,03,19 JULES CESAR,10.71C
82793163500011,LES COULISSES,Restaurant,A,9.0,03,92 RENE BOULANGER,56.10A
82867247700019,Inconnu,Restaurant,A,9.0,02,110 DE CHARONNE,56.10A
43134992700134,Inconnu,Autre,A,14.0,02,98 DES BATIGNOLLES,47.29Z
43134992700159,Inconnu,Autre,A,10.0,02,32 LEPIC,47.75Z
43242237600025,GIUSEPPE,Restaurant,F,26.0,02,8 BERGER,56.10C
43292996600013,Inconnu,Restaurant,A,26.0,NN,55 GOUVION-SAINT-CYR,56.10A
43322325200027,Inconnu,Autre,A,25.0,12,78 MARCEAU,55.10Z
43343282000168,Inconnu,Restaurant,A,18.0,03,10 DES PYRAMIDES,56.10C
43515905800021,Inconnu,Autre,A,20.0,02,92 DE SAINT-OUEN,47.23Z
43798918900018,Inconnu,Restaurant,A,25.0,02,105 DE GRENELLE,56.10C
43990712200121,LORO PIANA,Autre,A,10.0,02,7 DE FURSTEMBERG,47.59A
84299222400019,KFC,Restaurant,A,8.0,12,5 BEAUMARCHAIS,56.10C
44121991200017,Inconnu,Autre,A,24.0,NN, DU MARCHE POPINCOURT,47.79Z
44141145100012,Inconnu,Autre,A,24.0,01,64 SAINT-BLAISE,47.76Z
44147866600049,MARTINE FLEURISTE,Autre,A,12.0,02,2 LEON BLUM,47.76Z
44168817300026,Inconnu,Autre,A,23.0,NN,15 PONCELET,68.20B
50754124100026,Inconnu,Restaurant,A,7.0,11,18 MONSIEUR LE PRINCE,56.10A
44410106700015,Inconnu,Restaurant,A,24.0,02,8 DE L'AMIRAL MOUCHEZ,56.10C
44497866200013,Inconnu,Restaurant,F,23.0,NN,27 PONIATOWSKI,56.10C
44826252700014,Inconnu,Autre,A,23.0,01,14 DE BELLEVILLE,47.76Z
44953139100364,SUSHI SHOP,Restaurant,A,7.0,11,60 LA BOETIE,56.10C
45077696805162,LOXAM CITY,Autre,A,13.0,02,176 JEAN JAURES,77.32Z
45111709700019,Inconnu,Autre,A,23.0,01,263 VOLTAIRE,96.02A
42059837700026,Inconnu,Restaurant,A,26.0,01,47 MONGE,56.10A
45155448900018,LE PONCELET,Autre,A,22.0,NN,83 DE WAGRAM,68.20B
41749370700018,Inconnu,Restaurant,A,28.0,11,50 MONTORGUEIL,56.10A
45289643400019,Inconnu,Autre,A,22.0,NN,97 BOILEAU,47.79Z
45310428300057,Inconnu,Restaurant,A,13.0,02,17 MALESHERBES,56.10C
45350674300039,ARABIAN OUD,Autre,A,19.0,11,63 DES CHAMPS ELYSEES,47.75Z
45369605600010,Inconnu,Autre,A,22.0,NN,13 LAGRANGE,47.71Z
47759594600013,Inconnu,Restaurant,A,22.0,03,36 TIQUETONNE,56.10A
47820971100017,SEDILLOT TRAITEUR,Autre,A,22.0,11,129 VICTOR HUGO,10.13B
47762450600028,Inconnu,Restaurant,A,21.0,00,26 LA FAYETTE,56.10C
47937444900029,Inconnu,Autre,A,22.0,01,89 DU MAINE,47.76Z
48082322800055,ALIMENTATION GENERALE,Autre,A,12.0,02,16 DE TOLBIAC,47.11B
48137323100010,Inconnu,Autre,A,21.0,02,21 D'ALIGRE,47.78C
83879381800025,Inconnu,Restaurant,A,8.0,02,48 RAYMOND LOSSERAND,56.10A
48250940300010,Inconnu,Bar,A,21.0,NN,11 DE LA REYNIE,56.30Z
53052616900012,Inconnu,Autre,A,15.0,NN,73 DE CHARENTON,68.20B
48812552700017,CAFE VIGOUROUX,Bar,A,20.0,NN,10 DES HALLES,56.30Z
48843098400010,SUPERETTE DES ARCHIVES,Autre,A,20.0,01,75 DES ARCHIVES,47.11B
48844771500019,Inconnu,Restaurant,A,21.0,NN,90 BRUNE,56.10A
48942559500019,LE CHAMPIONNET,Bar,A,20.0,03,90 DE SAINT-OUEN,56.30Z
48942559500019,LE CHAMPIONNET,Bar,A,20.0,03,90 DE SAINT-OUEN,56.30Z
48982154600012,SUSHI ASIA,Restaurant,A,20.0,01,16 CLER,56.10C
38982169500019,Inconnu,Autre,A,33.0,NN,28 D'ODESSA,68.20B
49030750100018,Inconnu,Restaurant,A,20.0,NN,56 DE FLANDRE,56.10A
49076459400019,CAFE MARTIN,Autre,A,20.0,NN,2 MARTIN NADAUD,68.20B
49132997500024,L'AFFICHE,Autre,A,13.0,NN,7 GUDIN,68.20B
51539447600011,Inconnu,Restaurant,A,17.0,03,45 OBERKAMPF,56.10A
49443947400029,LE CHALET SAINT MICHEL,Restaurant,A,19.0,11,43 DE LA HARPE,56.10A
49454973600028,Inconnu,Restaurant,A,19.0,NN,63 DES VINAIGRIERS,56.10C
49812152400017,LUCKY HOUSE,Restaurant,A,19.0,03,3 DE REUILLY,56.10C
45151184400016,Inconnu,Restaurant,A,23.0,NN,33 D'AVRON,56.10A
49856603300029,Inconnu,Autre,A,19.0,11,3 DEJEAN,47.22Z
49879585500010,Inconnu,Autre,A,19.0,01,102 CAMBRONNE,10.82Z
49908513200011,Inconnu,Restaurant,A,19.0,03,58 DU FAUBOURG SAINT-DENIS,56.10A
49960352000010,Inconnu,Autre,A,19.0,01,45 BELGRAND,47.11B
50080314300014,AU BON PANIER,Autre,A,19.0,01,172 D'ALESIA,47.21Z
50167714000029,TERMINUS NORD,Restaurant,A,18.0,21,23 DE DUNKERQUE,56.10A
50228638800017,TABAC DU DOME,Autre,A,18.0,01,108 DU MONTPARNASSE,47.26Z
50205522100035,Inconnu,Autre,F,11.0,02,51 DE TURBIGO,66.22Z
50266117600011,Inconnu,Restaurant,A,18.0,01,7 PHILIPPE-AUGUSTE,56.10A
50369866402942,Inconnu,Autre,A,8.0,02,36 DES PLANTES,68.31Z
83224150900013,Inconnu,Restaurant,A,9.0,03,90 DE LA FOLIE-MERICOURT,56.10A
80375460500019,EPIFANI,Restaurant,A,12.0,03,11 ANDRE LEFEBVRE,56.10C
50766028000011,LES HALLES DU FAUBOURG,Autre,A,18.0,03,24 DU FAUBOURG SAINT-DENIS,47.11B
50827394300011,LE CAFE DES ANGES,Restaurant,A,18.0,NN,66 DE LA ROQUETTE,56.10A
50835338000019,Inconnu,Restaurant,A,18.0,03,129 DIDEROT,56.10A
50839953200029,JENSEN,Autre,A,17.0,02,6 CHALIGNY,47.24Z
50858066900028,AU PERE TRANQUILLE,Autre,A,18.0,NN,16 PIERRE LESCOT,68.20B
50880519900017,LE THERMIDOR,Restaurant,A,18.0,01,229 DE VAUGIRARD,56.10A
50882266500073,FAGUO,Autre,A,9.0,02,29 DU COMMERCE,47.72A
50914426700036,SNACK RIVOLI,Restaurant,A,14.0,NN,42 DE RIVOLI,56.10C
50986631500021,Inconnu,Restaurant,A,16.0,01,68 DIDEROT,56.10C
51002251000026,Inconnu,Autre,A,17.0,02,142 DU FAUBOURG POISSONNIERE,47.76Z
51087905900010,Inconnu,Autre,A,17.0,02,1 DE LA PORTE DE CLIGNANCOURT,47.72A
51238632700047,COMPOSE,Restaurant,A,8.0,11,9 DE BASSANO,56.10C
51311868700021,Inconnu,Autre,A,17.0,02,56 PHILIPPE-AUGUSTE,46.34Z
51323526700210,LE REPAIRE DE BACCHUS,Autre,A,17.0,01,14 RAMBUTEAU,47.25Z
51414588700022,Inconnu,Restaurant,A,7.0,11,24 CHAPPE,56.10A
51363670400019,Inconnu,Autre,A,17.0,01,22 RAMEY,47.11B
51439654800018,Inconnu,Autre,A,17.0,02,51 DE LA BOURDONNAIS,47.78C
51461821400019,Inconnu,Autre,A,17.0,01,31 RAYMOND LOSSERAND,47.24Z
51539893100078,COME,Restaurant,A,8.0,03,4 BACHAUMONT,56.10A
51783748000022,LES FRUITS DE PARIS,Autre,A,17.0,01,44 DES PETITS CHAMPS,47.11B
51828974900013,MONCEAU FLEURS,Autre,A,17.0,03,34 DES INVALIDES,47.76Z
51910720500014,Inconnu,Autre,A,17.0,02,4 SAINT-MICHEL,47.71Z
51944119000070,BOBBIES,Autre,A,9.0,03,3 DU CHERCHE-MIDI,47.71Z
52056686000125,BOGGI MILANO,Autre,A,8.0,03,8 MARBEUF,47.71Z
52061705100013,BLOOM,Restaurant,A,16.0,11,99 JOUFFROY D'ABBANS,56.10C
52358365600013,L'ARBRE A FRUITS,Autre,A,16.0,11,2 DU RENDEZ-VOUS,47.21Z
52365847400037,L'OLYMPE - CAFE URBAIN,Restaurant,A,9.0,02,118 DE FLANDRE,56.10A
52478848600016,GOURMANDS DISENT,Restaurant,A,16.0,NN,235 SAINT-CHARLES,56.10A
52788205400010,L'ATELIER JULES,Restaurant,A,16.0,02,99 ORDENER,56.10A
52844730300025,Inconnu,Restaurant,A,15.0,00,1 FRIANT,56.10A
52862367100047,Inconnu,Restaurant,A,8.0,NN,8 NICOLAS FLAMEL,56.10C
52862609600036,SUR LE FILS DE PARIS - CHRISTELLE GONZALO,Autre,A,12.0,NN,2 DE L'AVE MARIA,47.79Z
52873175500021,GENERATION SCRAMBLER,Autre,A,16.0,NN,40 DE LA REUNION,45.40Z
53042242700647,JIMMY FAIRLY,Autre,A,4.0,02,10 DU GENERAL LECLERC,47.78A
53048641400010,LA REGINA,Restaurant,A,15.0,01,124 DE LA CONVENTION,56.10A
53143984200018,Inconnu,Autre,A,15.0,03,100 DU FAUBOURG DU TEMPLE,56.21Z
53433136800025,Inconnu,Autre,A,14.0,NN,43 DE LA BOURDONNAIS,47.71Z
53480085900017,Inconnu,Autre,A,15.0,01,2 BOSQUET,47.76Z
53502863300019,G LA DALLE,Restaurant,A,15.0,11,5 BERTHIER,56.10A
53882576100256,LE CHOCOLAT ALAIN DUCASSE,Autre,A,4.0,02,34 DES ABBESSES,10.82Z
83764379000012,KANG DU,Restaurant,A,8.0,01,10 DE BAGNOLET,56.10C
75102111400010,LE CALBAR,Restaurant,A,14.0,01,82 DE CHARENTON,56.10A
31030899400030,Inconnu,Restaurant,A,25.0,12,29 DES ITALIENS,56.10A
91359171500010,AL CAPRI,Restaurant,A,4.0,02,25 DAGUERRE,56.10A
56206190300018,LE MUSSET,Restaurant,A,70.0,12,5 DE L'ECHELLE,56.10A
57214667800014,Inconnu,Autre,A,69.0,03,12 DE BIRAGUE,55.10Z
49266836300020,LE BONNE NOUVELLE,Restaurant,A,20.0,11,24 DE BONNE NOUVELLE,56.10A
91157954800015,Inconnu,Restaurant,A,4.0,01,8 DE WATTIGNIES,56.10C
81199187600012,FROMAGERIE DANARD,Autre,A,11.0,NN,5 DU COLONEL DRIANT,47.29Z
51171875100015,ELITE,Restaurant,A,17.0,03,4 BRUNE,56.10C
83991833100027,AMORE & BASTA,Restaurant,A,8.0,02,20 BREGUET,56.10A
91480516300021,Inconnu,Restaurant,A,3.0,NN,2 PIERRE MAC ORLAN,56.10C
48204913700029,Inconnu,Restaurant,A,21.0,12,95 KLEBER,56.10A
83874888700018,LE WEEK-END,Bar,A,8.0,01,124 VOLTAIRE,56.30Z
48457800000016,Inconnu,Restaurant,A,21.0,03,41 SAINT-DENIS,56.10A
50313205200013,CAFE LINO,Restaurant,A,18.0,NN,81 DE CHARONNE,56.10A
51304829800022,MOOM MAM,Restaurant,A,17.0,12,14 JOUBERT,56.10A
91765617500028,Inconnu,Restaurant,A,4.0,NN,42 LOUIS BLANC,56.10C
42970378800019,Inconnu,Autre,A,26.0,NN,159 D'ITALIE,47.11B
84331858500026,Inconnu,Restaurant,A,8.0,11,24 VICTOR MASSE,56.10C
80911602300015,MAXIN CHICKEN,Restaurant,A,12.0,03,159 LEDRU-ROLLIN,56.10C
55200695900019,Inconnu,Restaurant,A,71.0,12,4 GEORGE V,56.10A
81366752400017,LA FOCACCIA,Restaurant,A,11.0,02,9 JOSEPH DE MAISTRE,56.10A
42190556300019,Inconnu,Bar,A,27.0,NN,9 SAINT-DENIS,56.30Z
88936647200047,Inconnu,Restaurant,A,4.0,02,51 DE L'ESPERANCE,56.10C
91029237400014,AU METRO,Autre,A,4.0,00,66 RAYMOND LOSSERAND,68.20B
45122552800012,Inconnu,Restaurant,A,23.0,11,119 MALESHERBES,56.10A
84861682700012,Inconnu,Restaurant,A,7.0,03,84 DE LA CHAPELLE,56.10C
91895912300012,PICCOLA MIA,Restaurant,A,4.0,12,2 VOLTAIRE,56.10A
91978486800011,Inconnu,Autre,A,4.0,NN,12 PIERRE BONNARD,70.10Z
84858582400024,TARTELETTES,Autre,A,7.0,11,102 MONTMARTRE,10.71D
95241563600010,Inconnu,Restaurant,A,3.0,03,97 DE L'AMIRAL MOUCHEZ,56.10A
75369309200029,AIGLE ROYAL,Restaurant,A,4.0,01,2 DE CRONSTADT,56.10A
66205454300266,LENOTRE,Autre,A,21.0,11,10 SAINT-ANTOINE,56.21Z
75337665600017,Inconnu,Bar,A,14.0,NN,34 DE PATAY,56.30Z
83998127100027,Inconnu,Restaurant,A,8.0,11,31 DES BATIGNOLLES,56.10A
48417267100014,LES VITELLONI,Restaurant,A,21.0,03,4 DUPETIT-THOUARS,56.10A
93168958200019,L&A CREATION,Autre,A,2.0,NN,50 RAMEY,14.13Z
94814874700017,Inconnu,Autre,A,3.0,03,25 D'ALIGRE,47.22Z
97821472400012,Inconnu,Autre,A,3.0,01,6 HIPPOLYTE LEBAS,96.02B
97880668500019,HELLO BUBBLE TEA & COFFEE,Restaurant,A,3.0,NN,184 CARDINET,56.10C
98438958500014,Inconnu,Restaurant,A,2.0,NN,2 CHALIGNY,56.10A
98103832600014,Inconnu,Restaurant,A,3.0,11,6 DU DOCTEUR PAUL MICHAUX,56.10A
41398393300016,Inconnu,Autre,A,29.0,11,142 MOUFFETARD,47.21Z
92520992600011,Inconnu,Autre,A,2.0,NN,72 RAMBUTEAU,10.71D
94085337700015,Inconnu,Bar,A,1.0,NN,105 DU FAUBOURG POISSONNIERE,56.30Z
52806900800027,Inconnu,Autre,A,15.0,12,5 VICTOR HUGO,47.11D
78419152000047,PARIS-PYLA,Restaurant,A,8.0,03,4 DU DIX-HUIT JUIN 1940,56.10A
91256052100011,Inconnu,Restaurant,A,4.0,02,1 LAPEYRERE,56.10A
39791415100014,Inconnu,Autre,A,32.0,12,44 DE LA LOIRE,47.29Z
51314898100014,PERE ET FILS,Autre,A,17.0,NN,26 LEOPOLD BELLAN,68.20B
98118250400010,Inconnu,Restaurant,A,3.0,NN,104 PONIATOWSKI,56.10A
52023249700013,LE MARIGNY,Restaurant,A,16.0,01,53 SAINT-MARTIN,56.10A
81107188500016,MIDTOWN STUDIO,Autre,A,11.0,02,55 MARCEAU,93.11Z
48291928900017,Inconnu,Restaurant,A,21.0,11,19 DAGUERRE,56.10C
34432688900021,Inconnu,Autre,A,38.0,11,13 DE LA COSSONNERIE,47.62Z
55208329702404,MONOPRIX,Autre,A,21.0,12,54 DE L'HOPITAL,47.11D
91461052200015,K-CHIMAEK,Restaurant,A,4.0,03,119 PARMENTIER,56.10A
30375429500010,AGNES B HOMMES,Autre,A,126.0,03,3 DU JOUR,47.71Z
30426305600018,BISTRO MELROSE - POSTER'S PUB - THE LITTLE ITALY,Restaurant,F,51.0,12,5 DE CLICHY,56.10A
30691268400017,Inconnu,Autre,A,49.0,NN,79 DE MONTREUIL,47.79Z
31140206900026,Inconnu,Autre,A,32.0,NN,1 FRANCOIS PONSARD,47.11B
31203344200012,LA PLACE,Bar,A,48.0,NN,3 DU MARECHAL JUIN,56.30Z
31205508000021,Inconnu,Autre,A,14.0,NN,24 DE LONGCHAMP,96.02A
